ratio,insertion_sort,merge_sort,quick_sort_2,quick_sort_3,comb_sort,heap_sort
0.01,0.06150917,0.0026998999999999773,0.0017877599999999937,0.0014261000000000078,0.003569979999999984,0.004028480000000001
0.032,0.6382086700000001,0.009678699999999995,0.005480310000000021,0.0038605999999999697,0.012563379999999968,0.014745289999999977
0.055,1.88464676,0.017505520000000007,0.009618830000000056,0.006646120000000089,0.025144029999999963,0.027982980000000168
0.078,3.8114096900000023,0.026100829999999676,0.015384539999999091,0.008537300000000058,0.03899279,0.0412396600000001
0.1,6.244129539999998,0.03346451999999829,0.020925499999999885,0.010971659999999873,0.051875939999997914,0.05392243000000008
