ratio,merge_sort,quick_sort_2,quick_sort_3,comb_sort,radix_sort,heap_sort
0.2,0.07390223999999998,0.06394157999999998,0.05204745000000001,0.11163158999999998,0.13787802,0.12446859000000002
0.4,0.160976,0.13763179000000006,0.10482296999999989,0.2604307199999999,0.28667546000000016,0.27749583999999994
0.6,0.2533247600000001,0.23270352,0.16072860000000003,0.4241444399999999,0.45049408999999996,0.4495639500000001
0.8,0.3591341700000001,0.3362459499999998,0.22314032999999983,0.6712592999999998,0.6432012500000001,0.6488320299999998
1.0,0.46552507999999976,0.46731381999999966,0.28566503000000054,0.9249911900000001,0.8581844999999998,0.8536689099999997
